"award_id"	"contract_id"	"vendor"	"contract"	"estimated_cost"	"obligated_amount"	"start_date"	"end_date"	"issuing_office"	"type"
"720BHA24GR00239"	"720BHA24GR00239"	"NORWEGIAN REFUGEE COUNCIL (NRC) - STIFTELSEN FLYKTNINGHJELPEN"	"New IDA award of $1,250,000 which will provide financial support to Norwegian Refugee Council (NRC) for a program aimed at reducing the sufferings of internally displaced persons (IDPs) and communities affected by crisis in the Northwest (NW) and Southwes"	1250000	1250000	2024-09-19	2025-09-18	"USAID BHA"	"funded"
"720BHA24CA00014"	"720BHA24CA00014"	"SAVE THE CHILDREN FEDERATION, INC."	"New 24 month award to provide emergency Health, Nutrition, Protection, and WASH in DRC Ituri, North Kivu, and South Kivu provinces."	5.2e+07	2.6e+07	2024-07-01	2026-06-30	"USAID BHA"	"funded"
"720BHA23GR00206"	"720BHA23GR00206"	"BLUMONT GLOBAL DEVELOPMENT, INC."	"New 24 month award to strengthen the capacity of municipal and national governments to provide emergency assistance and protection to recently displaced persons (RDP) in receptor cities in Colombia."	2e+06	2e+06	2023-10-01	2025-09-30	"USAID BHA"	"funded"
"720BHA24GR00297"	"720BHA24GR00297"	"FUNDACION ACCION CONTRA EL HAMBRE"	"To provide assistance to the most vulnerable among host and IDP populations, to address acute food, nutrition and WASH needs in the regions affected by conflicts and population displacements (Menaka, Gao, Segou). The proposed intervention considers one pu"	3300000	3300000	2024-08-10	2025-11-09	"USAID BHA"	"funded"
"720BHA24GR00248"	"720BHA24GR00248"	"AMERICAN REFUGEE COMMITTEE"	"To provide vital multisectoral assistance for conflict-affected population in Sudan."	1.5e+07	1.5e+07	2024-10-01	2025-09-30	"USAID BHA"	"funded"
"720BHA24GR00104"	"720BHA24GR00104"	"SI"	"To provide Food Security and Livelihoods, WASH, and Shelter & Settlements support for Conflict-Affected Populations and Internally Displaced Persons"	7e+06	7e+06	2024-07-01	2025-12-31	"USAID BHA"	"funded"
"720BHA22GR00218"	"720BHA22GR00218"	"INTERNATIONAL RESCUE COMMITTEE, INC."	"To provide vital primary health care, nutrition, water, sanitation and hygiene services to the most vulnerable communities in Sudan"	24600000	24600000	2022-07-01	2025-09-30	"USAID BHA"	"funded"
"720BHA24GR00296"	"720BHA24GR00296"	"WAJIR SOUTH DEVELOPMENT ASSOCIATION (WASDA)"	"This Kenyan humanitarian partner provides life-saving nutritious food to people at critical risk of starvation, as well as clean water to families directly suffering from disaster. The partner also supplies essential soap, water containers, and other crit"	1900000	1900000	2024-08-30	2025-08-29	"USAID BHA"	"funded"
"720BHA24IO00240"	"720BHA24IO00240"	"UNICEF"	"New award to provide nutrition assistance to refugees in Libya"	1750000	1750000	2024-07-15	2025-04-30	"USAID BHA"	"funded"
"720BHA22GR00117"	"720BHA22GR00117"	"ADVENTIST DEVELOPMENT AND RELIEF AGENCY INTERNATIONAL"	"To provide humanitarian food, agriculture, and livelihoods assistance to the people of Honduras"	15500000	15500000	2022-03-28	2025-03-27	"USAID BHA"	"funded"
"720BHA24IO00169"	"720BHA24IO00169"	"FEDERATION INTERNATIONALE DES SOCIETES DE LA CROIX-ROUGE ET DU CROISSANT ROUGE"	"(ME20241611) New 12 month award for protection, MPCA, Shelter, WASH, and capacity strengthening activities for $5,000,000"	5e+06	5e+06	2024-07-10	2025-07-09	"USAID BHA"	"funded"
"720BHA24FA00008"	"720BHA24FA00008"	"COMMUNITY INITIATIVE FOR DEVELOPMENT ORGANIZATION (CIDO)"	"Protection activities in South Sudan for CIDO"	5e+05	5e+05	2024-08-01	2025-07-31	"USAID BHA"	"funded"
"720BHA23GR00105"	"720BHA23GR00105"	"CRS - USCCB"	"This award is under a partial stop work order for only lifesaving. Original description is A humanitarian award to provide money for food to families at risk of starving, distribute nutritious foods such as rice, flour, oil, salt, and nuts; provide small"	7e+06	7e+06	2023-06-01	2025-05-31	"USAID BHA"	"funded"
"720BHA24GR00118"	"720BHA24GR00118"	"ORGANIZATION FOR WELFARE AND DEVELOPMENT IN ACTION"	"To provide WASH and Agriculture assistance for drought-affected communities in under-served and hard-to-reach areas in Somali of Ethiopia"	999996	999996	2024-05-28	2025-05-27	"USAID BHA"	"funded"
"720BHA24GR00082"	"720BHA24GR00082"	"ST. INTERNATIONAL NGO SAFETY ORGANISATION"	"New IDA award to INSO for Humanitarian Coordination, Information Management, and Assessment (HCIMA) throughout Chad. TEC of $800,000, of which $400,000 will be obligated in FY 2024. Control Number Generated: AF20241542"	1800000	1800000	2024-05-01	2026-04-30	"USAID BHA"	"funded"
"720BHA24GR00209"	"720BHA24GR00209"	"INTERNATIONAL MEDICAL CORPS"	"Emergency award to improve access to clean drinking water for individuals affected by drougth in Zimbabwe."	6286902	6286902	2025-01-01	2026-03-31	"USAID BHA"	"funded"
"720BHA24IO00012"	"720BHA24IO00012"	"FEDERATION INTERNATIONALE DES SOCIETES DE LA CROIX-ROUGE ET DU CROISSANT ROUGE"	"Award focuses on emergency, life-saving food and shelter for starving Christians in Armenia. These Christians were forced to leave Nagorno-Karabakh due to active conflict following months of severely limited access to food and basic services."	2700000	2700000	2023-12-01	2025-06-30	"USAID BHA"	"funded"
"720BHA24FA00018"	"720BHA24FA00018"	"BUREAU D'INFORMATIONS, FORMATION, ECHANGES ET RECHERCHE POUR LE DEVELOPPEMENT"	"To provide water and sanitation services to displaced peoples in the Democratic Republic of Congo"	5e+05	5e+05	2024-09-02	2025-06-01	"USAID BHA"	"funded"
"720BHA24IO00179"	"720BHA24IO00179"	"UNICEF"	"The purpose of this award is to provide financial support to UNICEF for a program entitled “Response to Humanitarian Needs in the North” in Mozambique. The program objective is to ensure improved access to lifesaving and life-supporting child protection,"	5600000	5600000	2024-07-01	2025-12-31	"USAID BHA"	"funded"
"720BHA24GR00152"	"720BHA24GR00152"	"SAVE THE CHILDREN FEDERATION, INC."	"New award for emergency food and nutrition assistance to Venezuelan migrants in Peru."	1e+07	1e+07	2024-07-15	2026-07-14	"USAID BHA"	"funded"
"720BHA24GR00147"	"720BHA24GR00147"	"REBUILD HOPE FOR AFRICA"	"To provide NFIs and WASH interventions among conflict impacted individuals in Eastern DRC."	1500000	1500000	2024-07-01	2025-05-31	"USAID BHA"	"funded"
"720BHA24GR00015"	"720BHA24GR00015"	"FAMILY HEALTH INTERNATIONAL"	"New award to improve the well-being of conflict-affected and displaced populations through an integrated health; nutrition; water, sanitation and hygiene; and humanitarian coordination, multi-sectoral response."	8478500	8478500	2024-01-01	2025-02-28	"USAID BHA"	"funded"
"720BHA24FA00020"	"720BHA24FA00020"	"NADA ELAZHAR FOR DISASTER PREVENTION AND SUSTAINABLE DEVELOPMENT"	"To provide vital multisectoral assistance for conflict-affected population in Sudan"	530000	530000	2024-09-19	2025-09-18	"USAID BHA"	"funded"
"720BHA23GR00230"	"720BHA23GR00230"	"NORWEGIAN REFUGEE COUNCIL (NRC) - STIFTELSEN FLYKTNINGHJELPEN"	"New award for the provision of emergency humanitarian and protection assistance to populations affected by conflict and displacement in Colombia."	11250000	11250000	2023-09-30	2026-01-29	"USAID BHA"	"funded"
"720BHA22GR00076"	"720BHA22GR00076"	"COOPERATIVE HOUSING FOUNDATION"	"Agriculture, Economic Recovery and Market Systems (ERMS), Multipurpose Cash Assistance (MPCA) and WASH program for vulnerable populations"	8e+06	8e+06	2022-03-01	2025-02-28	"USAID BHA"	"funded"
"720BHA24IO00089"	"720BHA24IO00089"	"UNITED NATIONS DEVELOPMENT PROGRAMME"	"New award for security coordination in Gaza"	11500137	11500137	2024-03-22	2025-04-13	"USAID BHA"	"funded"
"720BHA24GR00231"	"720BHA24GR00231"	"SAVE THE CHILDREN FEDERATION, INC."	"This is a new FY24 award in Kenya for Agriculture, ERMS, Food Assistance, Nutrition, and WASH for 12 months with 2 subawardees to respond to acute malnutrition in climate-related crises; includes a PAL with a start date of July 1, 2024 for $1,222,000 (20%"	6110000	6110000	2024-07-01	2025-06-30	"USAID BHA"	"funded"
"720BHA24GR00203"	"720BHA24GR00203"	"INTERNATIONAL MEDICAL CORPS"	"To provide health, nutrition, protection, and WASH services to vulnerable populations in Somalia."	10800000	10800000	2024-07-08	2025-07-07	"USAID BHA"	"funded"
"720BHA23GR00346"	"720BHA23GR00346"	"PREMIERE URGENCE INTERNATIONALE"	"For a new award in Health and Protection in Mali."	6100000	6100000	2023-08-01	2025-07-31	"USAID BHA"	"funded"
"720BHA24GR00162"	"720BHA24GR00162"	"MERCY CORPS"	"To provide vital, multi-sectoral humanitarian assistance to vulnerable populations"	8700000	8700000	2024-07-10	2025-07-09	"USAID BHA"	"funded"
"720BHA23CA00018"	"720BHA23CA00018"	"NORWEGIAN REFUGEE COUNCIL (NRC) - STIFTELSEN FLYKTNINGHJELPEN"	"Lifesaving award to support nutrition activities in Northeast Nigeria. Activities include providing lifesaving medical services, providing life-saving emergency food to people at critical risk of starvation and highly nutritious food for starving and maln"	19500000	19500000	2023-06-10	2025-06-09	"USAID BHA"	"funded"
"720BHA24IO00214"	"720BHA24IO00214"	"INTERNATIONAL ORGANIZATION FOR MIGRATION"	"Provide emergency housing and shelter, medical services, treatment of illnesses, essential medicines, and trauma recovery as a result of the ISIS war in Iraq to Iraqis and Iraqis returnees from the Al-hol camp in Syria to the Jeddah 1/Al-Amal rehabilitati"	3700000	3700000	2024-10-01	2025-09-30	"USAID BHA"	"funded"
"720BHA24GR00112"	"720BHA24GR00112"	"INTERNATIONAL ORGANIZATION FOR MIGRATION"	"New award for WASH, health, and protection assistance in Venezuela"	7e+06	7e+06	2024-04-22	2025-10-21	"USAID BHA"	"funded"
"720BHA24GR00067"	"720BHA24GR00067"	"RELIEF INTERNATIONAL"	"This FY24 humanitarian assistance program will provide 5,500,000 of funding in 4 sectors reaching people in Syria."	24190000	24190000	2024-04-01	2025-07-31	"USAID BHA"	"funded"
"720BHA23CA00030"	"720BHA23CA00030"	"THE ALLIANCE FOR INTERNATIONAL MEDICAL ACTION"	"To provide vital emergency health, nutrition, protection, and water, sanitation, and hygiene activities in the Democratic Republic of the Congo"	8e+06	8e+06	2023-09-15	2025-09-14	"USAID BHA"	"funded"
"720BHA24GR00055"	"720BHA24GR00055"	"DANSK FLYGTNINGEHJAELP"	"To provide protection, cash, and WASH assistance to the most vulnerable in Somalia and to support coordination for the humanitarian response."	6020000	6020000	2024-03-13	2025-03-12	"USAID BHA"	"funded"
"720BHA24GR00005"	"720BHA24GR00005"	"CRS - USCCB"	"New award for multisectoral response in Gaza"	38284926	38284926	2023-11-15	2025-04-13	"USAID BHA"	"funded"
"720BHA24GR00013"	"720BHA24GR00013"	"INTERNATIONAL MEDICAL CORPS"	"To provide access to essential and fundamental lifesaving and life-sustaining services through an integrated multi-sectoral humanitarian response."	10999400	10999400	2024-01-01	2025-02-28	"USAID BHA"	"funded"
"720BHA23GR00144"	"720BHA23GR00144"	"INTERNATIONAL RESCUE COMMITTEE, INC."	"This award is for life-saving health care in the Nuba mountains of Sudan to help families impacted by conflict. The partner provides primary health care in remote areas, including through the provision of pharmaceuticals and medical supplies, and through"	6500000	6500000	2023-04-01	2025-03-31	"USAID BHA"	"funded"
"720BHA24GR00084"	"720BHA24GR00084"	"RELIEF INTERNATIONAL"	"(AF20241561) Health, nutrition, protection, shelter, and WASH humanitarian activities in South Sudan."	7500000	7500000	2024-05-01	2025-04-30	"USAID BHA"	"funded"
"720BHA22GR00121"	"720BHA22GR00121"	"GOAL"	"New award to provide humanitarian assistance to vulnerable communities in Honduras"	5750000	5750000	2022-06-06	2025-06-05	"USAID BHA"	"funded"
"720BHA24IO00199"	"720BHA24IO00199"	"UNICEF"	"To provide vital nutrition services to conflict-affected populations in Burkina Faso."	1e+07	1e+07	2024-09-05	2026-09-04	"USAID BHA"	"funded"
"720BHA23GR00315"	"720BHA23GR00315"	"ETHIOPIAN CATHOLIC CHURCH SOCIAL & DEVELOPMENT COMMISSION BRANCH OFFICE OF HARAR"	"Emergency WASH Response for Humanitarian Assistances for Internally Displaced People and Returnees in Three Woredas of West Hararghe Zone, Oromia Regional State, Ethiopia"	1e+06	1e+06	2023-10-01	2025-03-28	"USAID BHA"	"funded"
"720BHA24GR00281"	"720BHA24GR00281"	"DANSK FLYGTNINGEHJAELP"	"This is to ensure basic food needs are met, support agricultural production/crops and economic livelihoods in Cameroon."	4e+06	4e+06	2024-09-16	2026-09-15	"USAID BHA"	"funded"
"720BHA22GR00078"	"720BHA22GR00078"	"INTERNATIONAL RESCUE COMMITTEE, INC."	"A humanitarian assistance award to provide life-saving emergency food to people at critical risk of starvation, highly nutritious food for starving and malnourished babies and children, lifesaving medical services for sick children and pregnant women in c"	32440000	32440000	2022-03-01	2025-05-31	"USAID BHA"	"funded"
"720BHA24CA00016"	"720BHA24CA00016"	"PREMIERE URGENCE INTERNATIONALE"	"To provide basic emergency health, nutrition, protection, water and sanitation services to conflict affected persons in DRC."	1.5e+07	9e+06	2024-08-01	2026-07-31	"USAID BHA"	"funded"
"720BHA24IO00204"	"720BHA24IO00204"	"UNICEF"	"Multisector award for Health, HCIMA, Nutrition, Protection, WASH award in Somalia"	20551482	20551482	2024-08-12	2025-08-11	"USAID BHA"	"funded"
"720BHA25IO00003"	"720BHA25IO00003"	"INTERNATIONAL ORGANIZATION FOR MIGRATION"	"New 6-month award to provide emergency shelter, cash, protection and water, sanitation and hygiene assistance to disaster affected communities."	1750000	1750000	2024-10-28	2025-04-27	"USAID BHA"	"funded"
"720BHA24GR00145"	"720BHA24GR00145"	"MEDICAL TEAMS INTERNATIONAL, INC"	"New Award to MTI for critical WASH, Health, Nutrition, and Protection activities Ethiopia."	2e+06	2e+06	2024-06-20	2025-06-19	"USAID BHA"	"funded"
"720BHA23GR00143"	"720BHA23GR00143"	"INTERNATIONAL MEDICAL CORPS"	"New award to provide health, nutrition, protection, and WASH assistance in Afghanistan"	14900000	14900000	2023-05-01	2025-03-31	"USAID BHA"	"funded"
"720BHA24GR00317"	"720BHA24GR00317"	"DANSK FLYGTNINGEHJAELP"	"New award for agriculture, ERMS, MPCA, Protection, Shelter, and WASH activities in Sudan"	1.3e+07	1.3e+07	2024-12-01	2026-05-31	"USAID BHA"	"funded"
"720BHA23GR00275"	"720BHA23GR00275"	"DANSK FLYGTNINGEHJAELP"	"New grant supporting IDPs in Iraq through the provision of protection assistance and coordination"	5750000	5750000	2023-10-20	2025-10-31	"USAID BHA"	"funded"
"720BHA24GR00199"	"720BHA24GR00199"	"CONCERN WORLDWIDE US INC"	"To provide support for food assitance, nutrition and WASH in Marsabit and select other counties in Kenya"	6700000	6700000	2024-07-05	2025-07-04	"USAID BHA"	"funded"
"720BHA24GR00184"	"720BHA24GR00184"	"MERCY CORPS"	"This 12-month award will provide funding for WASH and HCIMA reaching 50,000 beneficiaries in northeast Syria."	1840000	1840000	2024-10-01	2025-09-30	"USAID BHA"	"funded"
"720BHA23GR00028"	"720BHA23GR00028"	"WORLD VISION INC."	"Humanitarian award to a Christian, faith-based, American organization to provide lifesaving emergency food to people at critical risk of starvation; providing specialized highly nutritious food to treat severe malnutrition among babies and mothers; provis"	46089130	46089130	2022-12-01	2025-10-31	"USAID BHA"	"funded"
"720BHA24GR00270"	"720BHA24GR00270"	"FOLKEKIRKENS NODHJAELP"	"Protection, Shelter and Settlements, and ERMS activities for conflict-affected people in hard-to-reach areas of the Eastern D.R Congo"	4500000	4500000	2024-10-01	2025-09-30	"USAID BHA"	"funded"
"720BHA23GR00083"	"720BHA23GR00083"	"WORLD VISION INC."	"New FY23 award for $3,150,000 to World Vision for Agriculture, Health, Nutrition, Protection, and WASH interventions in Oromia and SNNP regions."	10150000	10150000	2023-04-01	2025-06-30	"USAID BHA"	"funded"
"720BHA23GR00298"	"720BHA23GR00298"	"DOCTORS OF THE WORLD USA, INC."	"To provide Health, Nutrition, Protection, and water, sanitation, and hygiene (WASH) activities to displaced people in the DRC"	9e+06	9e+06	2023-10-01	2025-09-30	"USAID BHA"	"funded"
"720BHA24GR00249"	"720BHA24GR00249"	"ACTION CONTRE LA FAIM"	"24-month award to support multi-sectoral response in Nigeria"	2.8e+07	1.6e+07	2024-10-01	2026-09-30	"USAID BHA"	"funded"
"720BHA24GR00245"	"720BHA24GR00245"	"RELIEF INTERNATIONAL"	"New, 12-month follow-on award for Health, Nutrition, and WASH Humanitarian Assistance activities."	3925200	3925200	2024-09-01	2025-08-31	"USAID BHA"	"funded"
"720BHA23IO00049"	"720BHA23IO00049"	"UNFPA"	"This humanitarian partner provides lifesaving health services, counseling, and safe spaces for Haitian women and girl survivors of rape."	2500000	2500000	2023-02-01	2025-07-31	"USAID BHA"	"funded"
"720BHA22GR00381"	"720BHA22GR00381"	"ACTION CONTRE LA FAIM"	"An emergency award to provide lifesaving food assistance and health services, to treat severely malnourished children, and to build and repair water systems to supply water to families suffering from the effects of drought and cyclones in Southern and Sou"	1.3e+07	1.3e+07	2022-08-06	2025-05-05	"USAID BHA"	"funded"
"720BHA24GR00161"	"720BHA24GR00161"	"CRS - USCCB"	"Humanitarian assistance to vulnerable communities in Niger"	1e+06	1e+06	2024-07-01	2025-06-30	"USAID BHA"	"funded"
"720BHA24GR00228"	"720BHA24GR00228"	"INTERNATIONAL RESCUE COMMITTEE, INC."	"An American humanitarian NGO program supporting medical and mental health care for children and women who are affected by violence in Cox's Bazar, Bangladesh"	4500000	4500000	2024-09-01	2027-08-31	"USAID BHA"	"funded"
